trip_id,start_time,end_time,headway_secs
185D2I,22:00:00,22:30:00,900
185D2V,4:35:00,5:27:00,3120
185D2V,5:27:00,6:19:00,3120
185D2V,6:19:00,6:45:00,1560
185D2V,6:45:00,7:11:00,1560
185D2V,7:11:00,7:28:00,1020
185D2V,7:28:00,21:30:00,601
185D2V,21:30:00,22:00:00,900
185D2V,22:00:00,22:30:00,1800
185D0I,4:10:00,5:00:00,3000
185D0I,5:00:00,5:50:00,3000
185D0I,5:50:00,6:07:00,1020
185D0I,6:07:00,7:38:00,683
185D0I,7:38:00,20:34:00,370
185D0I,20:34:00,22:00:00,573
185D0I,22:00:00,22:30:00,900
185D0V,4:35:00,5:25:00,3000
185D0V,5:25:00,5:41:00,960
185D0V,5:41:00,6:44:00,756
185D0V,6:44:00,21:17:00,382
185D0V,21:17:00,21:31:00,840
185D0V,21:31:00,22:00:00,840
185D0V,22:00:00,22:30:00,1800
185D1I,4:10:00,5:00:00,3000
185D1I,5:00:00,5:50:00,3000
185D1I,5:50:00,6:18:00,1680
185D1I,6:18:00,6:46:00,1680
185D1I,6:46:00,7:13:00,1620
185D1I,7:13:00,7:29:00,960
185D1I,7:29:00,8:20:00,765
185D1I,8:20:00,22:30:00,527
185D1V,4:35:00,5:25:00,3000
185D1V,5:25:00,5:52:00,1620
185D1V,5:52:00,6:19:00,1620
185D1V,6:19:00,6:46:00,1620
185D1V,6:46:00,7:01:00,900
185D1V,7:01:00,8:35:00,627
185D1V,8:35:00,22:22:00,528
185D1V,22:22:00,22:30:00,480
440D2I,6:50:00,7:16:00,1560
440D2I,7:16:00,7:36:00,1200
440D2I,7:36:00,22:25:00,949
440D2V,6:20:00,6:45:00,1500
440D2V,6:45:00,7:05:00,1200
440D2V,7:05:00,21:25:00,933
440D2V,21:25:00,21:50:00,1500
440D2V,21:50:00,22:15:00,1500
440D0I,6:35:00,6:55:00,1200
440D0I,6:55:00,8:11:00,570
440D0I,8:11:00,15:25:00,511
440D0I,15:25:00,21:30:00,730
440D0I,21:30:00,22:25:00,1080
440D0V,6:00:00,6:20:00,1200
440D0V,6:20:00,6:43:00,690
440D0V,6:43:00,14:44:00,481
440D0V,14:44:00,21:38:00,710
440D0V,21:38:00,22:15:00,1020
440D1I,6:47:00,7:07:00,1200
440D1I,7:07:00,21:03:00,880
440D1I,21:03:00,22:25:00,1260
440D1V,6:15:00,6:35:00,1200
440D1V,6:35:00,21:00:00,874
440D1V,21:00:00,21:25:00,1500
440D1V,21:25:00,21:50:00,1500
440D1V,21:50:00,22:15:00,1500
732D2I,8:20:00,8:37:00,1020
732D2I,8:37:00,22:20:00,1071
732D2V,8:00:00,8:16:00,960
732D2V,8:16:00,22:25:00,1062
732D0I,6:52:00,7:24:00,1920
732D0I,7:24:00,7:49:00,1500
732D0I,7:49:00,8:07:00,1080
732D0I,8:07:00,22:20:00,645
732D0V,6:30:00,7:00:00,1800
732D0V,7:00:00,7:22:00,1320
732D0V,7:22:00,7:38:00,960
732D0V,7:38:00,22:20:00,650
732D1I,7:22:00,7:50:00,1680
732D1I,7:50:00,8:06:00,960
732D1I,8:06:00,22:20:00,782
732D1V,7:00:00,7:45:00,2700
732D1V,7:45:00,8:00:00,900
732D1V,8:00:00,21:55:00,776
732D1V,21:55:00,22:20:00,1500
822D2I,6:10:00,6:42:00,1920
822D2I,6:42:00,7:12:00,1800
822D2I,7:12:00,7:40:00,1680
822D2I,7:40:00,7:56:00,960
822D2I,7:56:00,22:15:00,915
822D2V,6:40:00,7:12:00,1920
822D2V,7:12:00,7:42:00,1800
822D2V,7:42:00,8:10:00,1680
822D2V,8:10:00,8:28:00,1080
822D2V,8:28:00,22:15:00,914
822D0I,6:30:00,6:46:00,960
822D0I,6:46:00,21:08:00,631
822D0I,21:08:00,22:20:00,1040
822D0V,6:30:00,6:47:00,1020
822D0V,6:47:00,21:28:00,629
822D0V,21:28:00,22:20:00,960
822D1I,7:00:00,7:30:00,1800
822D1I,7:30:00,7:46:00,960
822D1I,7:46:00,21:35:00,873
822D1I,21:35:00,22:15:00,1200
822D1V,7:00:00,7:30:00,1800
822D1V,7:30:00,7:46:00,960
822D1V,7:46:00,22:15:00,878
820D2I,5:00:00,5:40:00,2400
820D2I,5:40:00,6:18:00,2280
820D2I,6:18:00,6:57:00,2340
820D2I,6:57:00,7:36:00,2340
820D2I,7:36:00,8:00:00,1440
820D2I,8:00:00,8:17:00,1020
820D2I,8:17:00,22:20:00,950
820D2V,5:35:00,6:15:00,2400
820D2V,6:15:00,6:55:00,2400
820D2V,6:55:00,7:34:00,2340
820D2V,7:34:00,8:00:00,1560
820D2V,8:00:00,8:16:00,960
820D2V,8:16:00,21:55:00,942
820D2V,21:55:00,22:20:00,1500
820D0I,4:30:00,4:55:00,1500
820D0I,4:55:00,5:20:00,1500
820D0I,5:20:00,5:45:00,1500
820D0I,5:45:00,6:07:00,1320
820D0I,6:07:00,6:24:00,1020
820D0I,6:24:00,22:25:00,565
820D0V,5:05:00,5:35:00,1800
820D0V,5:35:00,6:00:00,1500
820D0V,6:00:00,6:20:00,1200
820D0V,6:20:00,22:25:00,560
820D1I,4:30:00,5:10:00,2400
820D1I,5:10:00,5:45:00,2100
820D1I,5:45:00,6:12:00,1620
820D1I,6:12:00,6:38:00,1560
820D1I,6:38:00,7:05:00,1620
820D1I,7:05:00,7:32:00,1620
820D1I,7:32:00,7:58:00,1560
820D1I,7:58:00,8:12:00,840
820D1I,8:12:00,22:25:00,822
820D1V,5:05:00,5:50:00,2700
820D1V,5:50:00,6:21:00,1860
820D1V,6:21:00,6:50:00,1740
820D1V,6:50:00,7:15:00,1500
820D1V,7:15:00,7:31:00,960
820D1V,7:31:00,22:25:00,824
754D2I,6:00:00,6:30:00,1800
754D2I,6:30:00,6:58:00,1680
754D2I,6:58:00,7:25:00,1620
754D2I,7:25:00,7:52:00,1620
754D2I,7:52:00,8:14:00,1320
754D2I,8:14:00,8:32:00,1080
754D2I,8:32:00,22:20:00,915
754D2V,6:00:00,6:30:00,1800
754D2V,6:30:00,6:58:00,1680
754D2V,6:58:00,7:26:00,1680
754D2V,7:26:00,7:53:00,1620
754D2V,7:53:00,8:20:00,1620
754D2V,8:20:00,8:38:00,1080
754D2V,8:38:00,22:20:00,910
754D0I,6:00:00,6:17:00,1020
754D0I,6:17:00,7:31:00,740
754D0I,7:31:00,19:44:00,517
754D0I,19:44:00,21:15:00,910
754D0I,21:15:00,21:55:00,1200
754D0I,21:55:00,22:20:00,1500
754D0V,6:00:00,6:18:00,1080
754D0V,6:18:00,7:04:00,920
754D0V,7:04:00,19:40:00,510
754D0V,19:40:00,21:40:00,800
754D0V,21:40:00,22:20:00,1200
754D1I,6:00:00,6:30:00,1800
754D1I,6:30:00,7:00:00,1800
754D1I,7:00:00,7:28:00,1680
754D1I,7:28:00,7:46:00,1080
754D1I,7:46:00,22:20:00,886
754D1V,6:00:00,6:30:00,1800
754D1V,6:30:00,7:00:00,1800
754D1V,7:00:00,7:28:00,1680
754D1V,7:28:00,7:45:00,1020
754D1V,7:45:00,21:55:00,859
754D1V,21:55:00,22:20:00,1500
810D2I,7:30:00,8:00:00,1800
810D2I,8:00:00,8:21:00,1260
810D2I,8:21:00,8:41:00,1200
810D2I,8:41:00,18:52:00,1075
810D2I,18:52:00,19:15:00,1380
810D2I,19:15:00,19:38:00,1380
810D2I,19:38:00,20:01:00,1380
810D2I,20:01:00,20:23:00,1320
810D2I,20:23:00,20:51:00,1680
810D2I,20:51:00,21:19:00,1680
810D2I,21:19:00,21:47:00,1680
810D2I,21:47:00,22:15:00,1680
810D2V,8:05:00,8:40:00,2100
810D2V,8:40:00,9:01:00,1260
810D2V,9:01:00,9:22:00,1260
810D2V,9:22:00,9:43:00,1260
810D2V,9:43:00,10:04:00,1260
810D2V,10:04:00,10:26:00,1320
810D2V,10:26:00,10:48:00,1320
810D2V,10:48:00,11:09:00,1260
810D2V,11:09:00,11:29:00,1200
810D2V,11:29:00,19:20:00,1048
810D2V,19:20:00,19:41:00,1260
810D2V,19:41:00,20:04:00,1380
810D2V,20:04:00,20:27:00,1380
810D2V,20:27:00,20:48:00,1260
810D2V,20:48:00,21:09:00,1260
810D2V,21:09:00,21:37:00,1680
810D2V,21:37:00,22:15:00,2280
755D2I,7:30:00,8:00:00,1800
755D2I,8:00:00,8:21:00,1260
755D2I,8:21:00,8:41:00,1200
755D2I,8:41:00,18:52:00,1075
755D2I,18:52:00,19:15:00,1380
755D2I,19:15:00,19:38:00,1380
755D2I,19:38:00,20:01:00,1380
755D2I,20:01:00,20:23:00,1320
755D2I,20:23:00,20:51:00,1680
755D2I,20:51:00,21:19:00,1680
755D2I,21:19:00,21:47:00,1680
755D2I,21:47:00,22:15:00,1680
755D2V,8:05:00,8:40:00,2100
755D2V,8:40:00,9:01:00,1260
755D2V,9:01:00,9:22:00,1260
755D2V,9:22:00,9:43:00,1260
755D2V,9:43:00,10:04:00,1260
755D2V,10:04:00,10:26:00,1320
755D2V,10:26:00,10:48:00,1320
755D2V,10:48:00,11:09:00,1260
755D2V,11:09:00,11:29:00,1200
755D2V,11:29:00,19:20:00,1048
755D2V,19:20:00,19:41:00,1260
755D2V,19:41:00,20:04:00,1380
755D2V,20:04:00,20:27:00,1380
755D2V,20:27:00,20:48:00,1260
755D2V,20:48:00,21:09:00,1260
755D2V,21:09:00,21:37:00,1680
755D2V,21:37:00,22:15:00,2280
810D0I,6:30:00,6:45:00,900
810D0I,6:45:00,21:25:00,580
810D0I,21:25:00,22:15:00,960
810D0V,6:55:00,7:07:00,720
810D0V,7:07:00,13:41:00,514
810D0V,13:41:00,21:53:00,649
810D0V,21:53:00,22:15:00,1320
755D0I,6:30:00,6:45:00,900
755D0I,6:45:00,21:25:00,580
755D0I,21:25:00,22:15:00,960
755D0V,6:55:00,7:07:00,720
755D0V,7:07:00,13:41:00,514
755D0V,13:41:00,21:53:00,649
755D0V,21:53:00,22:15:00,1320
810D1I,7:00:00,7:30:00,1800
810D1I,7:30:00,7:52:00,1320
810D1I,7:52:00,8:12:00,1200
810D1I,8:12:00,22:15:00,918
810D1V,7:35:00,8:07:00,1920
810D1V,8:07:00,8:32:00,1500
810D1V,8:32:00,8:52:00,1200
810D1V,8:52:00,22:15:00,921
755D1I,7:00:00,7:30:00,1800
755D1I,7:30:00,7:52:00,1320
755D1I,7:52:00,8:12:00,1200
755D1I,8:12:00,22:15:00,918
755D1V,7:35:00,8:07:00,1920
755D1V,8:07:00,8:32:00,1500
755D1V,8:32:00,8:52:00,1200
755D1V,8:52:00,22:15:00,921
809D2I,6:35:00,7:20:00,2700
809D2I,7:20:00,7:45:00,1500
809D2I,7:45:00,8:10:00,1500
809D2I,8:10:00,8:32:00,1320
809D2I,8:32:00,8:48:00,960
809D2I,8:48:00,22:15:00,859
809D2V,6:00:00,6:45:00,2700
809D2V,6:45:00,7:10:00,1500
809D2V,7:10:00,7:35:00,1500
809D2V,7:35:00,7:55:00,1200
809D2V,7:55:00,21:10:00,845
809D2V,21:10:00,21:32:00,1320
809D2V,21:32:00,21:55:00,1380
809D2V,21:55:00,22:20:00,1500
809D0I,6:05:00,6:32:00,1620
809D0I,6:32:00,6:47:00,900
809D0I,6:47:00,22:15:00,508
809D0V,5:30:00,5:55:00,1500
809D0V,5:55:00,6:10:00,900
809D0V,6:10:00,21:19:00,505
809D0V,21:19:00,22:15:00,820
809D1I,6:05:00,6:35:00,1800
809D1I,6:35:00,7:00:00,1500
809D1I,7:00:00,7:24:00,1440
809D1I,7:24:00,7:47:00,1380
809D1I,7:47:00,8:05:00,1080
809D1I,8:05:00,22:15:00,732
809D1V,5:30:00,6:00:00,1800
809D1V,6:00:00,6:25:00,1500
809D1V,6:25:00,6:47:00,1320
809D1V,6:47:00,7:10:00,1380
809D1V,7:10:00,7:27:00,1020
809D1V,7:27:00,21:10:00,726
809D1V,21:10:00,21:30:00,1200
809D1V,21:30:00,21:55:00,1500
809D1V,21:55:00,22:20:00,1500
707D0I,7:00:00,7:10:00,600
707D0I,7:10:00,21:59:00,413
707D0I,21:59:00,22:38:00,660
707D0V,6:52:00,7:02:00,600
707D0V,7:02:00,22:13:00,414
707D0V,22:13:00,22:30:00,1020
707D1I,7:27:00,7:46:00,1140
707D1I,7:46:00,8:15:00,870
707D1I,8:15:00,22:38:00,611
707D1V,7:20:00,7:39:00,1140
707D1V,7:39:00,8:08:00,870
707D1V,8:08:00,21:59:00,608
707D1V,21:59:00,22:30:00,840
